currdate,vol.pct.all,vol.pct.ma.all,TOP.vol.pct,TOP.vol.pct.ma,OUT.vol.pct,OUT.vol.pct.ma
10/14/2009,0.480808223,0.453515681,0.788682284,0.723315887,0.44011545,0.419924776
10/15/2009,0.506333779,0.455881455,0.78835352,0.728732535,0.459159674,0.42224139
10/16/2009,0.454325006,0.455495824,0.843832702,0.73518982,0.401985314,0.421909251
10/19/2009,0.441155108,0.45567444,0.785763532,0.731688749,0.403690472,0.421587891
10/20/2009,0.433146658,0.453483624,0.644453125,0.727606198,0.409903752,0.419613099
10/21/2009,0.479560387,0.453118553,0.700000299,0.729295053,0.444055441,0.419431633
10/22/2009,0.462018708,0.452823958,0.729410348,0.732392849,0.425409851,0.418177044
10/23/2009,0.405497636,0.450528863,0.72047888,0.732911153,0.384359982,0.416123964
10/26/2009,0.400418659,0.4480544,0.569141754,0.721721853,0.391965325,0.415170601
10/27/2009,0.467396139,0.448921956,0.781492593,0.728929767,0.419839568,0.414543134
10/28/2009,0.443647718,0.44755756,0.675127627,0.727164655,0.417447362,0.41357295
10/29/2009,0.432085773,0.446799962,0.684551105,0.723560429,0.405396804,0.414136469
10/30/2009,0.450712694,0.446889584,0.723206188,0.726520411,0.39033189,0.412974894
11/2/2009,0.450921001,0.448901583,0.692209241,0.726536234,0.396925828,0.414056614
11/3/2009,0.447510962,0.450423362,0.723778087,0.735872849,0.390096487,0.4134167
11/4/2009,0.395860281,0.447794722,0.627609776,0.733133885,0.346855687,0.409905954
11/5/2009,0.452156786,0.446812355,0.787029683,0.734060453,0.348303156,0.405373129
11/6/2009,0.440231653,0.444096687,0.757786054,0.733157718,0.391161586,0.402722901
11/9/2009,0.427731272,0.445671672,0.656423378,0.720819658,0.374649858,0.402821404
11/10/2009,0.428010527,0.444976449,0.641574266,0.716045222,0.387831093,0.401474229
11/12/2009,0.482761201,0.445074097,0.752188125,0.714220514,0.433117623,0.401124338
11/13/2009,0.442002149,0.441857516,0.735513594,0.711578518,0.403730629,0.398352885
11/16/2009,0.369544349,0.437618483,0.543396805,0.696556723,0.338092371,0.395158238
11/17/2009,0.466723948,0.438896925,0.693882281,0.69196266,0.428211494,0.396384289
11/18/2009,0.464050169,0.440442101,0.742457508,0.69686288,0.425782888,0.397178246
11/19/2009,0.4463422,0.438781191,0.661439257,0.694934827,0.41017496,0.395484222
11/20/2009,0.39785071,0.435572791,0.744724951,0.695700558,0.372361014,0.39283178
11/23/2009,0.407061511,0.435650985,0.645767046,0.691964966,0.390617127,0.393144637
11/24/2009,0.439310545,0.437595579,0.821384472,0.704577102,0.404153416,0.393754042
11/25/2009,0.333561677,0.430903856,0.999766954,0.71549082,0.316439266,0.388584027
11/27/2009,0.176728082,0.417557874,NA,0.717615198,0.176728082,0.376548063
11/30/2009,0.456315761,0.418769374,0.712357464,0.719078691,0.410912238,0.376823835
12/1/2009,0.441029377,0.418285208,0.728040019,0.719333103,0.388783029,0.376746392
12/2/2009,0.461172313,0.418797774,0.747334231,0.722234418,0.388626098,0.376331405
12/3/2009,0.450701842,0.418957318,0.701673582,0.721071023,0.38978199,0.37631568
12/4/2009,0.405496718,0.419439139,0.725619037,0.726229405,0.343762738,0.376161033
12/7/2009,0.405838349,0.417123218,0.683071291,0.720757911,0.371163498,0.37730405
12/8/2009,0.437719082,0.416997589,0.644426916,0.714791641,0.408723521,0.378182147
12/9/2009,0.46116038,0.418669044,0.754116732,0.719933396,0.405857754,0.379742541
12/10/2009,0.471506103,0.420843823,0.7510451,0.725695019,0.402681446,0.380485059
12/11/2009,0.421022825,0.417756904,0.704942349,0.723208399,0.384800889,0.378069222
12/14/2009,0.434405505,0.417377072,0.702838882,0.721488678,0.400311409,0.377898261
12/15/2009,0.455548883,0.421677299,0.772309835,0.733536732,0.385044588,0.380245872
12/16/2009,0.472239966,0.4219531,0.756405449,0.736827425,0.412391816,0.379454888
12/17/2009,0.429378627,0.420219523,0.667890191,0.732902829,0.374358237,0.376883656
12/18/2009,0.353407265,0.415572776,0.603712081,0.729864557,0.331924946,0.372971155
12/21/2009,0.415634064,0.416461944,0.688628968,0.726912137,0.372355535,0.372970881
12/22/2009,0.363698609,0.414293799,0.716564979,0.730638344,0.33465554,0.370172802
12/23/2009,0.304825644,0.407569554,0.596251013,0.718789214,0.288518363,0.364391049
12/24/2009,0.174259484,0.399604444,NA,0.70317934,0.174259484,0.35728206
12/29/2009,0.288029323,0.405169506,0.680941389,0.702008921,0.281730472,0.36253218
12/30/2009,0.281692487,0.396438342,NA,0.701434002,0.281692487,0.356071192
1/4/2010,0.415894865,0.395181617,0.82768852,0.70697003,0.339276804,0.353595881
1/5/2010,0.464776375,0.39536182,0.721681743,0.705544892,0.391105996,0.353719876
1/6/2010,0.473635987,0.396508527,0.774101073,0.709568641,0.400958364,0.354278694
1/7/2010,0.435511945,0.398009288,0.801398005,0.713778584,0.375596473,0.355870381
1/8/2010,0.377612284,0.396597985,0.601267807,0.709233946,0.357263197,0.355175366
1/11/2010,0.415775939,0.395500828,0.680807116,0.711255068,0.367240546,0.353101217
1/12/2010,0.465595379,0.395722578,0.863807152,0.717348981,0.416648956,0.353640777
1/13/2010,0.450284958,0.394661521,0.721570623,0.71571151,0.39298843,0.353156127
1/14/2010,0.455944602,0.396407609,0.625493463,0.711297683,0.447622116,0.356297188
1/15/2010,0.44202799,0.396788734,0.791174736,0.71620523,0.404087842,0.35648601
1/19/2010,0.440435668,0.396033073,0.771887278,0.716181755,0.39274189,0.356870875
1/20/2010,0.439985948,0.394420372,0.720329603,0.714177541,0.414682375,0.356985403
1/21/2010,0.456484697,0.395775676,0.681938904,0.714958025,0.401844731,0.358359727
1/22/2010,0.431871569,0.399698891,0.737453734,0.722388117,0.372250019,0.360375981
1/25/2010,0.439887017,0.400911539,0.78677956,0.727840928,0.390515709,0.36128399
1/26/2010,0.474713313,0.406462274,0.723004765,0.728198694,0.423329293,0.365717677
1/27/2010,0.439076385,0.413174811,0.698655371,0.733887825,0.401688404,0.371376179
1/28/2010,0.406528186,0.424788246,0.645281343,0.729224326,0.393356309,0.382331021
1/29/2010,0.466235948,0.433698577,0.747102955,0.732706513,0.436348993,0.390061947
2/1/2010,0.405211239,0.439874515,0.727542302,0.732448303,0.360627634,0.394008704
