currdate,cusip.pct.all,cusip.pct.ma.all,cusip.pct.exmicro,cusip.pct.ma.exmicro,cusip.pct.round,cusip.pct.ma.round
7/15/2009,0.464646465,0.425298998,0.463347165,0.440299035,0.448692153,0.447301218
7/16/2009,0.50802139,0.427234644,0.497333333,0.440796512,0.469586375,0.446702668
7/17/2009,0.481510622,0.429956853,0.469387755,0.441250027,0.37260274,0.441741991
7/20/2009,0.471612415,0.433453204,0.377025037,0.437514406,0.355844156,0.434972795
7/21/2009,0.4972106,0.437314581,0.436477987,0.437942956,0.444897959,0.432971462
7/22/2009,0.481532148,0.438839935,0.425729443,0.436502156,0.445887446,0.431357104
7/23/2009,0.497652582,0.441995435,0.463262765,0.435293786,0.498969072,0.432351583
7/24/2009,0.453220859,0.442132516,0.422258592,0.433268029,0.449848024,0.433200465
7/27/2009,0.478975033,0.446569073,0.448500652,0.436164442,0.461197339,0.435415646
7/28/2009,0.48878628,0.451331502,0.462435233,0.438521586,0.469135802,0.436436538
7/29/2009,0.465993266,0.452496157,0.475195822,0.438459035,0.479125249,0.437036792
7/30/2009,0.486466715,0.456315018,0.465147453,0.441452433,0.491017964,0.441512877
8/3/2009,0.444992948,0.462518992,0.411347518,0.445353142,0.427536232,0.44410181
8/4/2009,0.482804233,0.467237716,0.476130653,0.44908799,0.478902954,0.448920451
8/5/2009,0.487562189,0.469171552,0.499351492,0.450643963,0.458823529,0.448639406
8/6/2009,0.478479197,0.47168432,0.488372093,0.452133573,0.486973948,0.449438996
8/7/2009,0.48177496,0.473725235,0.466346154,0.452187447,0.497536946,0.452025455
8/10/2009,0.456063907,0.47507484,0.414156627,0.451707335,0.387019231,0.449558234
8/11/2009,0.503157895,0.47742149,0.481830417,0.454697939,0.515625,0.454258403
8/12/2009,0.488983653,0.479972368,0.473895582,0.455876589,0.479302832,0.455926248
8/13/2009,0.472527473,0.480366418,0.493975904,0.457408026,0.476470588,0.457315169
8/14/2009,0.449081803,0.477419439,0.397748593,0.452428789,0.402985075,0.453985104
8/17/2009,0.409507923,0.473819304,0.369230769,0.447420939,0.388140162,0.454761975
8/18/2009,0.440836941,0.47228053,0.473227207,0.452231048,0.470715835,0.460505559
8/19/2009,0.442157559,0.469527878,0.461336828,0.45347399,0.428256071,0.459673465
8/20/2009,0.445818182,0.46774218,0.463917526,0.455383394,0.456852792,0.460221732
8/21/2009,0.41221374,0.463470238,0.393762183,0.451908365,0.398058252,0.455176191
8/24/2009,0.40172956,0.460895673,0.389915966,0.450291234,0.37797619,0.4515826
8/25/2009,0.462747779,0.46008431,0.460130719,0.450872737,0.435789474,0.450312206
8/26/2009,0.428676471,0.45707882,0.431314623,0.449316706,0.391304348,0.446420634
8/27/2009,0.4267844,0.455118376,0.464977645,0.448805798,0.455421687,0.445235455
8/28/2009,0.377184913,0.449654286,0.358606557,0.443478753,0.37804878,0.439586996
8/31/2009,0.41301059,0.448055168,0.364353312,0.441129043,0.398203593,0.438120364
9/1/2009,0.483419307,0.448085922,0.456456456,0.440145333,0.442408377,0.436295635
9/2/2009,0.424130274,0.444914326,0.430534351,0.436704476,0.447513812,0.43573015
9/3/2009,0.398126464,0.44089669,0.413907285,0.432981235,0.420485175,0.432405711
9/4/2009,0.309183673,0.432267125,0.306451613,0.424986508,0.340277778,0.424542753
9/8/2009,0.444043321,0.431666096,0.475274725,0.428042413,0.453271028,0.427855342
9/9/2009,0.462962963,0.429656349,0.46319797,0.427110791,0.434456929,0.423796939
9/10/2009,0.439864865,0.42720041,0.481715006,0.427501762,0.488203267,0.424241961
9/11/2009,0.424922601,0.424820166,0.455621302,0.425584032,0.47257384,0.424047123
9/14/2009,0.416167665,0.423174459,0.443932412,0.427893223,0.434180139,0.425606876
9/15/2009,0.47218543,0.426308335,0.493333333,0.434098351,0.498207885,0.431110263
9/16/2009,0.474055093,0.427969242,0.493184634,0.435096222,0.509598604,0.433054401
9/17/2009,0.477453581,0.429734044,0.456549935,0.434856878,0.451171875,0.434200191
9/18/2009,0.468619247,0.430874097,0.451659452,0.434243974,0.465478842,0.434631494
9/21/2009,0.474452555,0.433986038,0.427576602,0.435934695,0.4,0.434728581
9/22/2009,0.513761468,0.439587633,0.519406393,0.442409216,0.484320557,0.440045799
9/23/2009,0.483067093,0.440603599,0.485276796,0.44366652,0.463917526,0.441452202
9/24/2009,0.485333333,0.443436442,0.469907407,0.445596159,0.451499118,0.444461941
9/25/2009,0.445285616,0.444361503,0.409898477,0.442842201,0.441048035,0.443743258
9/28/2009,0.416923077,0.446348411,0.3551263,0.442668188,0.31443299,0.440562468
9/29/2009,0.451285521,0.448262157,0.461928934,0.447546969,0.444444444,0.442874511
9/30/2009,0.502890173,0.449235701,0.496909765,0.449569635,0.486220472,0.445065116
10/1/2009,0.453580902,0.450708232,0.433783784,0.449732106,0.424379233,0.443908387
10/2/2009,0.480332829,0.45481855,0.432098765,0.45064168,0.441798942,0.444974075
10/5/2009,0.484046164,0.463561675,0.414666667,0.456052433,0.406392694,0.448279821
10/6/2009,0.514475271,0.467083272,0.46744186,0.45566079,0.467680608,0.4490003
10/7/2009,0.48875,0.468372624,0.469387755,0.455970279,0.430703625,0.448812635
10/8/2009,0.480025773,0.47038067,0.480099502,0.455889504,0.462715105,0.447538227
10/9/2009,0.476796407,0.47297436,0.382581649,0.452237521,0.44057971,0.44593852
10/13/2009,0.522081065,0.47827003,0.46125,0.453103401,0.464358452,0.447447436
10/14/2009,0.533675799,0.481344548,0.460416667,0.451457567,0.437616387,0.444417861
10/15/2009,0.512687053,0.483276146,0.414337789,0.447515225,0.39453125,0.438664493
10/16/2009,0.493550577,0.484080996,0.415929204,0.445484188,0.424460432,0.437328921
10/19/2009,0.468243243,0.484062196,0.394021739,0.442602303,0.405895692,0.434349764
10/20/2009,0.479809976,0.484330067,0.473815461,0.444914246,0.46184739,0.437442133
10/21/2009,0.470775095,0.482180748,0.430294906,0.440458671,0.436590437,0.435055627
10/22/2009,0.409631019,0.478508945,0.405857741,0.436487719,0.436285097,0.433674006
10/23/2009,0.454806313,0.476982594,0.43605547,0.434795122,0.465686275,0.434383363
10/26/2009,0.464217859,0.477929206,0.383488682,0.433474632,0.378684807,0.431265202
10/27/2009,0.511435832,0.482654844,0.461091754,0.438772905,0.451417004,0.438114403
10/28/2009,0.476307692,0.483905952,0.438685209,0.437610718,0.458167331,0.438800547
10/29/2009,0.45719721,0.481621304,0.452781371,0.435404299,0.468164794,0.437897763
10/30/2009,0.453114305,0.481597974,0.434915773,0.435460898,0.45215311,0.439286457
11/2/2009,0.480781348,0.4816204,0.431578947,0.435434907,0.424444444,0.438418732
11/3/2009,0.430589681,0.478947576,0.437994723,0.43660131,0.446315789,0.440414887
11/4/2009,0.480314961,0.47723956,0.428403756,0.434649405,0.387596899,0.436410701
11/5/2009,0.461489899,0.475876555,0.427490542,0.432554544,0.420382166,0.435894629
11/6/2009,0.424455376,0.473098036,0.366666667,0.426882902,0.402666667,0.432892207
11/9/2009,0.455223881,0.472019409,0.371010638,0.426304352,0.376033058,0.429664874
11/10/2009,0.486318408,0.470231276,0.425287356,0.42450622,0.441584158,0.428526159
11/12/2009,0.504155125,0.468755243,0.450273224,0.423999048,0.418018018,0.427546241
11/13/2009,0.451066499,0.465674215,0.460916442,0.42632798,0.476386037,0.43163898
11/16/2009,0.467929139,0.464393143,0.411067194,0.42608488,0.41995842,0.43141388
11/17/2009,0.451689389,0.46356545,0.430904523,0.427929019,0.430278884,0.432633039
11/18/2009,0.461538462,0.462651875,0.419279907,0.425202241,0.408759124,0.429978626
11/19/2009,0.447044335,0.461465337,0.442728443,0.425823918,0.413934426,0.428845825
11/20/2009,0.402298851,0.461098728,0.366323907,0.423847226,0.378723404,0.425967741
11/23/2009,0.49737303,0.463227064,0.469083156,0.425498611,0.398268398,0.422596847
11/24/2009,0.434833431,0.461757843,0.411180124,0.426883183,0.394628099,0.423394012
11/25/2009,0.351880878,0.453780095,0.310344828,0.419345837,0.315789474,0.416612635
11/27/2009,0.215648855,0.440747153,0.141414141,0.404482283,0.166666667,0.402037602
11/30/2009,0.462789243,0.441026755,0.407594937,0.402222961,0.385844749,0.3979216
12/1/2009,0.488262911,0.442784185,0.446933962,0.402823871,0.417821782,0.396205033
12/2/2009,0.442043222,0.440847279,0.432873275,0.402888587,0.412863071,0.395625965
12/3/2009,0.449814126,0.441808501,0.46875,0.404426351,0.44,0.395310175
12/4/2009,0.405894173,0.438087462,0.391489362,0.402580631,0.402380952,0.396049378
12/7/2009,0.420735786,0.436049756,0.373641304,0.399888169,0.373549884,0.393707764
12/8/2009,0.422853454,0.43596966,0.402868318,0.401698252,0.417721519,0.394460506
12/9/2009,0.42876619,0.434646775,0.378016086,0.402048524,0.387423935,0.39503005
12/10/2009,0.439252336,0.432293472,0.417704011,0.401669357,0.399577167,0.392929701
12/11/2009,0.426193922,0.428395412,0.399429387,0.399127165,0.411899314,0.392623765
12/14/2009,0.413351315,0.426509652,0.403162055,0.396239446,0.353846154,0.386496771
12/15/2009,0.459762533,0.426101322,0.443645084,0.39786834,0.383817427,0.384689722
12/16/2009,0.481434059,0.427588555,0.425837321,0.39761498,0.413461538,0.383848854
12/17/2009,0.471389646,0.428081115,0.428211587,0.398061564,0.449064449,0.38586412
12/18/2009,0.406055901,0.426031693,0.388272583,0.395338771,0.38253012,0.384293905
12/21/2009,0.386281588,0.42523083,0.325423729,0.393293762,0.332236842,0.381969577
12/22/2009,0.429698709,0.421847114,0.38474026,0.389076618,0.347058824,0.379409098
12/23/2009,0.339968153,0.41710385,0.301098901,0.383572556,0.324200913,0.375887739
12/24/2009,0.166666667,0.407843139,0.105263158,0.373318473,0.216216216,0.370909076
12/29/2009,0.345227475,0.41432207,0.269592476,0.37972739,0.291044776,0.377127982
12/30/2009,0.305709024,0.406468059,0.22923588,0.370809437,0.2265625,0.369163869
1/4/2010,0.454790823,0.404794455,0.443037975,0.370614638,0.405462185,0.368545889
1/5/2010,0.496328029,0.407508695,0.46474359,0.372208153,0.452302632,0.370517867
1/6/2010,0.459631278,0.407999553,0.445229682,0.371032137,0.480496454,0.37254269
1/7/2010,0.465131579,0.410961423,0.440389294,0.373477134,0.428030303,0.373825158
1/8/2010,0.432375613,0.411543415,0.42989418,0.376289778,0.422619048,0.376278616
1/11/2010,0.42689295,0.41174539,0.41375,0.376833862,0.425242718,0.376654676
1/12/2010,0.480304956,0.414322328,0.466200466,0.381243081,0.442930153,0.379429987
1/13/2010,0.466709347,0.415695178,0.461725395,0.38344415,0.458100559,0.382356156
1/14/2010,0.47188106,0.417979535,0.422141119,0.384579737,0.399624765,0.381742429
1/15/2010,0.440353461,0.419329643,0.407194245,0.384781346,0.392201835,0.383660213
1/19/2010,0.435209424,0.418101987,0.373493976,0.381273791,0.365853659,0.382762024
1/20/2010,0.410086264,0.414534597,0.419009371,0.380932393,0.422268908,0.383202393
1/21/2010,0.453061224,0.413618176,0.442408377,0.381642233,0.429435484,0.382220945
1/22/2010,0.427046263,0.414667694,0.438571429,0.384157175,0.471238938,0.386656386
1/25/2010,0.434383202,0.417072775,0.393741851,0.387573081,0.379746835,0.389031885
1/26/2010,0.470410628,0.419108371,0.442285714,0.390450354,0.434535104,0.393405699
1/27/2010,0.492814371,0.426750682,0.423969072,0.396593863,0.445759369,0.399483622
1/28/2010,0.475836431,0.44220917,0.418886199,0.412275015,0.417879418,0.409566782
1/29/2010,0.448813559,0.447388474,0.412466844,0.419418733,0.435051546,0.416767121
2/1/2010,0.461538462,0.455179946,0.400996264,0.428006752,0.397802198,0.425329106
