currdate,cusip.pct.all,cusip.pct.ma.all
2/1/2010,0.461538462,0.455179946
2/2/2010,0.457055215,0.455293166
2/3/2010,0.45362776,0.453158152
2/4/2010,0.464,0.453376589
2/5/2010,0.45658466,0.452949243
2/8/2010,0.426553672,0.452658146
2/9/2010,0.468013468,0.454714171
2/10/2010,0.438880707,0.452642959
2/11/2010,0.448252228,0.451720103
2/12/2010,0.417829457,0.449017523
2/16/2010,0.4360587,0.448802785
2/17/2010,0.456349206,0.449859774
2/18/2010,0.431904161,0.450950669
2/19/2010,0.399718508,0.448283533
2/22/2010,0.41929002,0.447895721
2/23/2010,0.431640625,0.447758592
2/24/2010,0.429824561,0.445729289
2/25/2010,0.402135231,0.441195332
2/26/2010,0.388971684,0.436852094
3/1/2010,0.40877915,0.434850374
3/2/2010,0.441920831,0.433869492
3/3/2010,0.44023514,0.433028489
3/4/2010,0.41750167,0.431222184
3/5/2010,0.419170243,0.428980696
3/8/2010,0.42877292,0.427590109
3/9/2010,0.452855246,0.428905188
3/10/2010,0.460327456,0.428520887
3/11/2010,0.426587302,0.427906217
3/12/2010,0.430682618,0.427027736
3/15/2010,0.393980848,0.425835306
3/16/2010,0.478703115,0.427967527
3/17/2010,0.499347258,0.430117429
3/18/2010,0.430641822,0.430054312
3/19/2010,0.416201117,0.430878443
3/22/2010,0.398634812,0.429845682
3/23/2010,0.434527687,0.429990036
3/24/2010,0.417631918,0.429380403
3/25/2010,0.427016645,0.430624474
3/26/2010,0.402651779,0.431308479
3/29/2010,0.407168459,0.431227944
3/30/2010,0.4296875,0.430616278
3/31/2010,0.450407609,0.431124901
4/1/2010,0.413593637,0.4309295
4/5/2010,0.415120275,0.430727001
4/6/2010,0.417256922,0.430151201
4/7/2010,0.451635351,0.430090207
4/8/2010,0.449422946,0.429544981
4/9/2010,0.411290323,0.428780132
4/12/2010,0.408177408,0.427654872
4/13/2010,0.436781609,0.42979491
4/14/2010,0.42384106,0.427051807
4/15/2010,0.442895086,0.424229198
4/16/2010,0.407620417,0.423078128
4/19/2010,0.433032616,0.423919703
4/20/2010,0.428095872,0.425392756
4/21/2010,0.432942708,0.425313507
4/22/2010,0.424581006,0.425660961
4/23/2010,0.404814004,0.424550829
4/26/2010,0.429539295,0.425895205
4/27/2010,0.453280318,0.428200798
4/28/2010,0.425925926,0.428012719
4/29/2010,0.428469242,0.426915801
4/30/2010,0.412125863,0.426842412
5/3/2010,0.406911142,0.426431956
5/4/2010,0.391882435,0.425163231
5/5/2010,0.462335867,0.425698257
5/6/2010,0.446594427,0.425556831
5/7/2010,0.402230483,0.425103839
