currdate,cusip.pct.all,cusip.pct.ma.all,Short.cusip.pct,Short.cusip.pct.ma,YR5.cusip.pct,YR5.cusip.pct.ma,YR10.cusip.pct,YR10.cusip.pct.ma,Long.cusip.pct,Long.cusip.pct.ma
4/28/2009,0.480033985,0.420262942,0.457746479,0.431226834,0.476793249,0.422562318,0.525,0.448904921,0.397515528,0.331230761
4/29/2009,0.45045045,0.422442328,0.470588235,0.436640304,0.464968153,0.423107313,0.44966443,0.451002468,0.395209581,0.335049211
4/30/2009,0.474878444,0.424845862,0.47826087,0.440553347,0.48940678,0.423288553,0.5,0.455320649,0.364705882,0.337591075
5/1/2009,0.399629972,0.423793816,0.471014493,0.442775401,0.412532637,0.421885481,0.419847328,0.454638139,0.263473054,0.334431394
5/5/2009,0.442457232,0.423425328,0.462686567,0.44033721,0.420542636,0.420412613,0.501084599,0.456014484,0.337142857,0.334845584
5/6/2009,0.462469734,0.425775868,0.52238806,0.44436359,0.459839357,0.422264439,0.462585034,0.456339203,0.421686747,0.343051134
5/7/2009,0.446841294,0.427361385,0.429577465,0.446774666,0.448692153,0.424103808,0.482029598,0.458451888,0.365591398,0.341845409
5/8/2009,0.442455243,0.430541416,0.421052632,0.447827298,0.466666667,0.428545739,0.469767442,0.46181526,0.31875,0.342175973
5/11/2009,0.402871622,0.429156572,0.468253968,0.453462219,0.417372881,0.427776241,0.405034325,0.458654278,0.295302013,0.337073524
5/12/2009,0.45977918,0.433715299,0.519685039,0.460696471,0.482490272,0.434598702,0.464208243,0.46186469,0.331325301,0.336229075
5/13/2009,0.442477876,0.432881325,0.520325203,0.45931547,0.45194274,0.434232038,0.456140351,0.4615585,0.325714286,0.334302868
5/14/2009,0.446503791,0.43370209,0.421875,0.459441479,0.469262295,0.436880673,0.452606635,0.459378705,0.375838926,0.337118483
5/15/2009,0.393991416,0.433577872,0.535433071,0.460443901,0.396226415,0.436804353,0.379581152,0.457819865,0.318435754,0.34045749
5/18/2009,0.431403648,0.434310971,0.466216216,0.460954712,0.462151394,0.439242177,0.407744875,0.455444961,0.372093023,0.343938684
5/19/2009,0.453323376,0.436218846,0.513513514,0.466630388,0.459662289,0.44341341,0.443514644,0.454278856,0.411111111,0.34471812
5/20/2009,0.44379133,0.436579368,0.390728477,0.468056575,0.478682171,0.443990711,0.472279261,0.453477235,0.328502415,0.347143241
5/21/2009,0.442034405,0.437180167,0.432098765,0.465871191,0.441233141,0.445981946,0.492693111,0.454538689,0.316384181,0.345293277
5/22/2009,0.316167665,0.431981291,0.362068966,0.459574639,0.296969697,0.440349882,0.334545455,0.448268546,0.280701754,0.344622482
5/26/2009,0.440140845,0.433603029,0.452830189,0.460683302,0.465486726,0.44379851,0.465263158,0.44947288,0.312217195,0.34345252
5/27/2009,0.454675232,0.436318837,0.484848485,0.464059585,0.476449275,0.446868546,0.453441296,0.451851547,0.368421053,0.345006103
5/28/2009,0.466761973,0.435655236,0.477124183,0.46502847,0.476534296,0.446855599,0.493877551,0.450295424,0.366336634,0.343447158
5/29/2009,0.469373219,0.436601375,0.474683544,0.465233235,0.485294118,0.447871897,0.493975904,0.452510998,0.362745098,0.341823934
6/1/2009,0.468658892,0.436290397,0.455782313,0.464109307,0.48540146,0.447671631,0.521367521,0.453579374,0.315789474,0.339378114
6/2/2009,0.454736842,0.439045741,0.447368421,0.462927004,0.480874317,0.451088715,0.485772358,0.456875626,0.331896552,0.342799289
6/3/2009,0.438884918,0.438867125,0.404255319,0.460005441,0.465703971,0.453346782,0.459627329,0.454802762,0.34841629,0.34336296
6/4/2009,0.47567175,0.439527226,0.465753425,0.45717371,0.510242086,0.455866918,0.492753623,0.456311192,0.355450237,0.340051135
6/5/2009,0.405194805,0.437444901,0.4,0.455694836,0.40625,0.453744811,0.433673469,0.453893385,0.342696629,0.338906396
6/8/2009,0.436763551,0.437160317,0.425,0.455892205,0.482617587,0.454542357,0.451754386,0.452992732,0.302884615,0.338113127
6/9/2009,0.468475073,0.440440489,0.435714286,0.454265221,0.481546573,0.457751041,0.5,0.457741016,0.387559809,0.342726017
6/10/2009,0.452309985,0.44006703,0.451851852,0.450873561,0.507014028,0.458977229,0.478170478,0.458439128,0.27753304,0.340036404
6/11/2009,0.470036101,0.441444941,0.359477124,0.442831157,0.520599251,0.462410054,0.507658643,0.461015042,0.356846473,0.341593013
6/12/2009,0.388843314,0.438561917,0.355932203,0.439534018,0.4375,0.46082194,0.418269231,0.459298172,0.234146341,0.334508384
6/15/2009,0.423594616,0.440042077,0.317307692,0.428627749,0.434689507,0.462745094,0.486547085,0.464646469,0.333333333,0.335253263
